deposit,2,60,2503.6244
deposit,3,61,621.3323
deposit,3,62,2310.5565
deposit,4,63,1562.8551
deposit,5,64,837.0352
withdrawal,3,65,2352.7170
withdrawal,3,66,486.3775
deposit,4,67,1805.1111
deposit,4,68,2437.9669
deposit,5,69,4217.5941
deposit,4,70,2539.5712
deposit,5,71,4309.0308
deposit,2,72,2557.9064
deposit,3,73,418.6528
deposit,3,74,466.2905
deposit,5,75,837.3628
withdrawal,3,76,3034.2718
withdrawal,3,77,3093.1657
dispute,4,34,
withdrawal,4,78,1207.8694
resolve,4,34,
deposit,5,79,3112.3892
dispute,3,18,
dispute,4,68,
deposit,2,80,496.9286
deposit,3,81,1356.2445
withdrawal,5,82,3169.1705
dispute,4,68,
dispute,3,51,
deposit,2,83,1847.5125
withdrawal,2,84,1881.2211
deposit,3,85,3156.1902
withdrawal,5,86,655.6073
withdrawal,2,87,389.0284
deposit,5,88,564.3965
deposit,2,89,334.8805
deposit,2,90,372.9682
deposit,5,91,628.5544
deposit,3,92,1864.9760
withdrawal,2,93,2426.1440
withdrawal,2,94,2473.2313
withdrawal,2,95,1461.4450
withdrawal,5,96,4087.0801
deposit,2,97,1084.5123
deposit,4,98,407.2843
deposit,3,99,1349.7832
dispute,4,70,
withdrawal,4,100,2038.5600
withdrawal,4,101,304.4804
withdrawal,2,102,777.6899
withdrawal,4,103,604.0104
deposit,2,104,427.9094
deposit,2,105,1491.2580
withdrawal,4,106,1456.5457
deposit,4,107,2556.8176
dispute,3,18,
dispute,3,17,
dispute,3,49,
withdrawal,2,108,1535.4290
dispute,3,51,
withdrawal,4,109,1258.7585
deposit,2,110,1079.3464
dispute,4,63,
deposit,4,111,308.7512
withdrawal,5,112,4166.3977
withdrawal,4,113,1884.5348
withdrawal,4,114,1599.8619
deposit,4,115,537.9437
deposit,2,116,1757.1746
deposit,2,117,1068.6877
dispute,5,64,
resolve,5,64,
withdrawal,5,118,3436.5488
dispute,4,63,
deposit,2,119,1011.2997
withdrawal,4,120,2078.1487
withdrawal,4,121,2534.7960
deposit,4,122,1891.7073
deposit,4,123,643.5170
withdrawal,2,124,791.9743
deposit,2,125,1220.8088
withdrawal,2,126,494.6542
deposit,2,127,1537.4753
deposit,2,128,1248.4909
deposit,2,129,2051.4043
dispute,4,98,
deposit,2,130,1798.4410
withdrawal,2,131,661.5915
withdrawal,4,132,623.9231
withdrawal,2,133,768.4193
withdrawal,2,134,1588.8866
deposit,4,135,2549.7673
withdrawal,2,136,422.5765
withdrawal,4,137,2160.4474
withdrawal,2,138,958.4058
withdrawal,4,139,2418.3352
deposit,2,140,524.6228
deposit,2,141,2572.4763
withdrawal,2,142,833.5407
deposit,2,143,434.0245
deposit,2,144,2346.5587
deposit,2,145,1791.8531
withdrawal,4,146,478.4719
deposit,2,147,2293.2914
withdrawal,4,148,1876.7302
deposit,4,149,1531.0245
withdrawal,2,150,2439.8827
withdrawal,2,151,2299.0645
deposit,2,152,2431.1624
deposit,4,153,584.5135
withdrawal,2,154,932.1464
deposit,4,155,1046.4343
withdrawal,2,156,2235.2223
deposit,2,157,1375.1448
deposit,4,158,2441.0926
withdrawal,2,159,312.8177
withdrawal,4,160,2421.5925
deposit,2,161,899.8931
deposit,4,162,821.4058
deposit,2,163,936.4472
dispute,4,122,
deposit,2,164,896.8443
withdrawal,2,165,746.7291
withdrawal,4,166,642.6682
deposit,4,167,1842.3989
withdrawal,4,168,2534.0350
withdrawal,4,169,1027.1449
deposit,4,170,1549.7560
withdrawal,4,171,1161.2608
withdrawal,4,172,1494.3222
deposit,4,173,2215.2260
deposit,2,174,2276.7191
withdrawal,4,175,2006.6402
withdrawal,4,176,308.2781
deposit,4,177,1359.6780
withdrawal,4,178,868.6593
deposit,4,179,484.1544
deposit,4,180,300.6034
deposit,4,181,880.1217
withdrawal,4,182,2106.6310
deposit,4,183,1138.1403
withdrawal,2,184,758.8377
deposit,2,185,1263.1206
deposit,4,186,2450.8248
withdrawal,2,187,1727.0024
withdrawal,4,188,1561.5034
withdrawal,2,189,1469.4480
deposit,4,190,1897.6246
deposit,2,191,671.9307
withdrawal,4,192,1344.1635
withdrawal,4,193,2187.3453
deposit,2,194,1399.0428
withdrawal,4,195,2007.9703
withdrawal,2,196,527.5034
deposit,2,197,1874.4339
deposit,4,198,503.2618
withdrawal,2,199,2368.5679
deposit,2,200,1154.7539
withdrawal,4,201,407.6261
deposit,4,202,2545.0356
deposit,2,203,1702.7928
deposit,2,204,510.1053
deposit,4,205,2168.9147
withdrawal,4,206,2564.3393
withdrawal,4,207,2469.2816
deposit,2,208,502.9767
withdrawal,4,209,2413.9176
deposit,2,210,1246.3053
withdrawal,4,211,1558.6955
withdrawal,2,212,1694.0192
deposit,4,213,1934.7748
withdrawal,4,214,1562.3377
deposit,2,215,1736.9248
withdrawal,2,216,989.4708
withdrawal,4,217,1253.4142
deposit,4,218,1379.6264
withdrawal,2,219,1064.8895
withdrawal,4,220,562.7413
withdrawal,2,221,2367.0300
deposit,4,222,2482.5769
withdrawal,4,223,2194.7245
deposit,2,224,1889.1400
withdrawal,4,225,2103.4933
withdrawal,2,226,794.0666
withdrawal,2,227,2491.4825
withdrawal,2,228,472.2428
withdrawal,4,229,780.1245
deposit,4,230,2144.1535
withdrawal,2,231,2183.2191
deposit,2,232,2532.5478
deposit,2,233,2157.1584
deposit,2,234,1976.4852
withdrawal,2,235,1172.2216
withdrawal,4,236,2451.7544
withdrawal,4,237,686.8569
withdrawal,2,238,1512.8596
withdrawal,2,239,2141.4482
withdrawal,2,240,365.8148
withdrawal,2,241,779.5366
deposit,2,242,836.4901
deposit,4,243,2226.6251
deposit,4,244,2335.6006
withdrawal,2,245,2468.3094
withdrawal,2,246,276.6875
deposit,4,247,2401.5656
withdrawal,4,248,1875.1785
withdrawal,4,249,432.5072
withdrawal,2,250,2595.8365
withdrawal,2,251,2085.6812
withdrawal,4,252,819.6928
deposit,4,253,2512.7319
withdrawal,4,254,2149.9756
withdrawal,2,255,2098.1543
withdrawal,2,256,556.1039
withdrawal,2,257,2471.4381
deposit,4,258,1334.0379
deposit,2,259,524.0702
deposit,4,260,2241.9658
deposit,4,261,1509.4363
deposit,4,262,449.7486
withdrawal,2,263,1603.6042
deposit,4,264,1188.3666
deposit,2,265,414.5151
deposit,2,266,1383.2155
deposit,2,267,1478.0893
deposit,4,268,1909.3657
deposit,2,269,527.0061
deposit,2,270,790.0636
deposit,2,271,1010.1289
deposit,2,272,1546.1330
deposit,4,273,751.3975
deposit,4,274,2435.1194
deposit,2,275,748.0526
deposit,2,276,1836.4767
deposit,2,277,1786.4101
deposit,4,278,438.1810
deposit,2,279,1278.2581
deposit,2,280,539.9197
deposit,4,281,1218.8268
deposit,4,282,477.1399
deposit,2,283,2008.7246
deposit,4,284,1588.1221
deposit,2,285,918.5609
deposit,4,286,391.6235
deposit,2,287,2115.6232
deposit,4,288,874.7231
deposit,4,289,713.7623
deposit,4,290,981.0835
deposit,2,291,982.0129
deposit,2,292,2015.9190
deposit,4,293,1805.0820
deposit,4,294,516.2965
deposit,4,295,2580.1994
deposit,4,296,1058.8018
deposit,2,297,1876.1649
deposit,4,298,2285.9944
deposit,2,299,2216.2735
deposit,2,300,2303.8134
deposit,4,301,491.8336
deposit,4,302,1761.7180
deposit,4,303,315.4562
deposit,2,304,1436.7584
deposit,4,305,1794.3172
deposit,2,306,694.2908
deposit,4,307,2327.7011
deposit,4,308,452.1242
deposit,2,309,732.8317
deposit,2,310,2031.9878
deposit,2,311,1598.9308
deposit,2,312,733.4874
deposit,2,313,564.0137
deposit,2,314,2141.7642
deposit,2,315,534.2792
deposit,2,316,1967.7908
